region;parti mm;1973;2014
2026 Gagnef;Centerpartiet;2348;786
2026 Gagnef;Folkpartiet;287;211
2026 Gagnef;Kristdemokraterna;104;284
2026 Gagnef;Miljöpartiet;0;293
2026 Gagnef;Socialdemokraterna;2419;2214
2026 Gagnef;Vänsterpartiet;171;348
2026 Gagnef;Sverigedemokraterna;0;1170
2026 Gagnef;övriga partier;31;240
2026 Gagnef;ogiltiga valsedlar;10;92
2026 Gagnef;ej röstande;487;928
2029 Leksand;Moderaterna;806;2511
2029 Leksand;Centerpartiet;3329;1056
2029 Leksand;Folkpartiet;732;403
2029 Leksand;Kristdemokraterna;239;787
2029 Leksand;Miljöpartiet;0;614
2029 Leksand;Socialdemokraterna;3037;3110
2029 Leksand;Vänsterpartiet;161;515
2029 Leksand;Sverigedemokraterna;0;1247
2029 Leksand;övriga partier;25;341
2029 Leksand;ogiltiga valsedlar;9;123
2029 Leksand;ej röstande;969;1533
2031 Rättvik;Moderaterna;585;1593
2031 Rättvik;Centerpartiet;2731;760
2031 Rättvik;Folkpartiet;546;270
2031 Rättvik;Kristdemokraterna;170;257
2031 Rättvik;Miljöpartiet;0;359
2031 Rättvik;Socialdemokraterna;2515;2362
2031 Rättvik;Vänsterpartiet;307;337
2031 Rättvik;Sverigedemokraterna;0;1270
2031 Rättvik;övriga partier;13;250
2031 Rättvik;ogiltiga valsedlar;5;116
2031 Rättvik;ej röstande;1220;1375
2034 Orsa;Moderaterna;387;666
2034 Orsa;Centerpartiet;1781;493
2034 Orsa;Folkpartiet;220;127
2034 Orsa;Kristdemokraterna;81;147
2034 Orsa;Miljöpartiet;0;230
2034 Orsa;Socialdemokraterna;1646;1523
2034 Orsa;Vänsterpartiet;274;261
2034 Orsa;Sverigedemokraterna;0;956
2034 Orsa;övriga partier;18;204
2034 Orsa;ogiltiga valsedlar;13;33
2034 Orsa;ej röstande;703;830
2039 Älvdalen;Moderaterna;266;638
2039 Älvdalen;Centerpartiet;2204;452
2039 Älvdalen;Folkpartiet;490;109
2039 Älvdalen;Kristdemokraterna;96;105
2039 Älvdalen;Miljöpartiet;0;109
2039 Älvdalen;Socialdemokraterna;2115;1955
2039 Älvdalen;Vänsterpartiet;249;211
2039 Älvdalen;Sverigedemokraterna;0;1028
2039 Älvdalen;övriga partier;24;107
2039 Älvdalen;ogiltiga valsedlar;12;69
2039 Älvdalen;ej röstande;861;803
2061 Smedjebacken;Moderaterna;417;1109
2061 Smedjebacken;Centerpartiet;1755;401
2061 Smedjebacken;Folkpartiet;440;139
2061 Smedjebacken;Kristdemokraterna;86;158
2061 Smedjebacken;Miljöpartiet;0;269
2061 Smedjebacken;Socialdemokraterna;5082;3262
2061 Smedjebacken;Vänsterpartiet;474;493
2061 Smedjebacken;Sverigedemokraterna;0;1365
2061 Smedjebacken;övriga partier;21;195
2061 Smedjebacken;ogiltiga valsedlar;11;81
2061 Smedjebacken;ej röstande;741;1078
2062 Mora;Moderaterna;1129;2629
2062 Mora;Centerpartiet;4669;1338
2062 Mora;Folkpartiet;742;386
2062 Mora;Kristdemokraterna;133;416
2062 Mora;Miljöpartiet;0;625
2062 Mora;Socialdemokraterna;4223;4776
2062 Mora;Vänsterpartiet;402;605
2062 Mora;Sverigedemokraterna;0;2279
2062 Mora;övriga partier;29;403
2062 Mora;ogiltiga valsedlar;9;145
2062 Mora;ej röstande;1455;2504
2080 Falun;Moderaterna;3839;8871
2080 Falun;Centerpartiet;9677;3058
2080 Falun;Folkpartiet;2792;1711
2080 Falun;Kristdemokraterna;478;1466
2080 Falun;Miljöpartiet;0;2749
2080 Falun;Socialdemokraterna;12071;11555
2080 Falun;Vänsterpartiet;1160;2271
2080 Falun;Sverigedemokraterna;0;4912
2080 Falun;övriga partier;118;1658
2080 Falun;ogiltiga valsedlar;55;478
2080 Falun;ej röstande;3647;5596
2081 Borlänge;Moderaterna;1811;5713
2081 Borlänge;Centerpartiet;7889;1615
2081 Borlänge;Folkpartiet;1453;1181
2081 Borlänge;Kristdemokraterna;453;1001
2081 Borlänge;Miljöpartiet;0;1768
2081 Borlänge;Socialdemokraterna;14974;11825
2081 Borlänge;Vänsterpartiet;1308;1953
2081 Borlänge;Sverigedemokraterna;0;5617
2081 Borlänge;övriga partier;145;1067
2081 Borlänge;ogiltiga valsedlar;66;406
2081 Borlänge;ej röstande;2734;5152
2082 Säter;Moderaterna;448;1376
2082 Säter;Centerpartiet;2547;772
2082 Säter;Folkpartiet;414;217
2082 Säter;Kristdemokraterna;179;239
2082 Säter;Miljöpartiet;0;284
2082 Säter;Socialdemokraterna;2573;2489
2082 Säter;Vänsterpartiet;189;398
2082 Säter;Sverigedemokraterna;0;1393
2082 Säter;övriga partier;26;237
2082 Säter;ogiltiga valsedlar;6;97
2082 Säter;ej röstande;665;1092
2083 Hedemora;Moderaterna;819;1756
2083 Hedemora;Centerpartiet;3300;920
2083 Hedemora;Folkpartiet;584;278
2083 Hedemora;Kristdemokraterna;209;306
2083 Hedemora;Miljöpartiet;0;445
2083 Hedemora;Socialdemokraterna;5248;3478
2083 Hedemora;Vänsterpartiet;439;605
2083 Hedemora;Sverigedemokraterna;0;1732
2083 Hedemora;övriga partier;50;403
2083 Hedemora;ogiltiga valsedlar;20;127
2083 Hedemora;ej röstande;1045;1825
2084 Avesta;Moderaterna;906;2264
2084 Avesta;Centerpartiet;4690;825
2084 Avesta;Folkpartiet;879;453
2084 Avesta;Kristdemokraterna;351;439
2084 Avesta;Miljöpartiet;0;525
2084 Avesta;Socialdemokraterna;9487;6121
2084 Avesta;Vänsterpartiet;1117;820
2084 Avesta;Sverigedemokraterna;0;2837
2084 Avesta;övriga partier;113;370
2084 Avesta;ogiltiga valsedlar;37;159
2084 Avesta;ej röstande;1590;2411
2085 Ludvika;Moderaterna;1433;2590
2085 Ludvika;Centerpartiet;4304;691
2085 Ludvika;Folkpartiet;1082;522
2085 Ludvika;Kristdemokraterna;251;402
2085 Ludvika;Miljöpartiet;0;780
2085 Ludvika;Socialdemokraterna;11901;6836
2085 Ludvika;Vänsterpartiet;1948;1287
2085 Ludvika;Sverigedemokraterna;0;3363
2085 Ludvika;övriga partier;121;370
2085 Ludvika;ogiltiga valsedlar;37;258
2085 Ludvika;ej röstande;2596;2906
2101 Ockelbo;Moderaterna;239;502
2101 Ockelbo;Centerpartiet;1452;440
2101 Ockelbo;Folkpartiet;208;83
2101 Ockelbo;Kristdemokraterna;52;86
2101 Ockelbo;Miljöpartiet;0;142
2101 Ockelbo;Socialdemokraterna;2309;1489
2101 Ockelbo;Vänsterpartiet;188;229
2101 Ockelbo;Sverigedemokraterna;0;804
2101 Ockelbo;övriga partier;7;106
2101 Ockelbo;ogiltiga valsedlar;0;37
2101 Ockelbo;ej röstande;519;680
2104 Hofors;Moderaterna;489;681
2104 Hofors;Centerpartiet;1549;274
2104 Hofors;Folkpartiet;397;171
2104 Hofors;Kristdemokraterna;60;106
2104 Hofors;Miljöpartiet;0;182
2104 Hofors;Socialdemokraterna;5376;2893
2104 Hofors;Vänsterpartiet;1273;660
2104 Hofors;Sverigedemokraterna;0;975
2104 Hofors;övriga partier;53;158
2104 Hofors;ogiltiga valsedlar;6;69
2104 Hofors;ej röstande;957;1163
2121 Ovanåker;Moderaterna;275;1108
2121 Ovanåker;Centerpartiet;1737;1028
2121 Ovanåker;Folkpartiet;525;167
2121 Ovanåker;Kristdemokraterna;183;632
2121 Ovanåker;Miljöpartiet;0;270
2121 Ovanåker;Socialdemokraterna;2348;2802
2121 Ovanåker;Vänsterpartiet;204;291
2121 Ovanåker;Sverigedemokraterna;0;1228
2121 Ovanåker;övriga partier;2;158
2121 Ovanåker;ogiltiga valsedlar;4;78
2121 Ovanåker;ej röstande;504;1355
2132 Nordanstig;Moderaterna;267;907
2132 Nordanstig;Centerpartiet;3092;583
2132 Nordanstig;Folkpartiet;497;212
2132 Nordanstig;Kristdemokraterna;196;227
2132 Nordanstig;Miljöpartiet;0;228
2132 Nordanstig;Socialdemokraterna;3081;2398
2132 Nordanstig;Vänsterpartiet;569;357
2132 Nordanstig;Sverigedemokraterna;0;1127
2132 Nordanstig;övriga partier;28;165
2132 Nordanstig;ogiltiga valsedlar;10;77
2132 Nordanstig;ej röstande;881;1130
2161 Ljusdal;Moderaterna;729;2278
2161 Ljusdal;Centerpartiet;4491;1041
2161 Ljusdal;Folkpartiet;942;383
2161 Ljusdal;Kristdemokraterna;240;291
2161 Ljusdal;Miljöpartiet;0;592
2161 Ljusdal;Socialdemokraterna;6279;4420
2161 Ljusdal;Vänsterpartiet;1651;676
2161 Ljusdal;Sverigedemokraterna;0;2009
2161 Ljusdal;övriga partier;65;429
2161 Ljusdal;ogiltiga valsedlar;11;135
2161 Ljusdal;ej röstande;2245;2517
2180 Gävle;Moderaterna;5098;13500
2180 Gävle;Centerpartiet;11064;2753
2180 Gävle;Folkpartiet;4624;3248
2180 Gävle;Kristdemokraterna;811;2087
2180 Gävle;Miljöpartiet;0;3991
2180 Gävle;Socialdemokraterna;28543;21915
2180 Gävle;Vänsterpartiet;3322;4310
2180 Gävle;Sverigedemokraterna;0;10170
2180 Gävle;övriga partier;262;2325
2180 Gävle;ogiltiga valsedlar;73;576
2180 Gävle;ej röstande;6747;9857
2181 Sandviken;Moderaterna;2059;3830
2181 Sandviken;Centerpartiet;5899;1273
2181 Sandviken;Folkpartiet;1578;921
2181 Sandviken;Kristdemokraterna;319;677
2181 Sandviken;Miljöpartiet;0;961
2181 Sandviken;Socialdemokraterna;15855;10816
2181 Sandviken;Vänsterpartiet;2179;1763
2181 Sandviken;Sverigedemokraterna;0;3789
2181 Sandviken;övriga partier;103;711
2181 Sandviken;ogiltiga valsedlar;39;224
2181 Sandviken;ej röstande;2623;4023
2182 Söderhamn;Moderaterna;1461;2553
2182 Söderhamn;Centerpartiet;4455;1175
2182 Söderhamn;Folkpartiet;1000;442
2182 Söderhamn;Kristdemokraterna;212;470
2182 Söderhamn;Miljöpartiet;0;691
2182 Söderhamn;Socialdemokraterna;11812;7393
2182 Söderhamn;Vänsterpartiet;2236;1058
2182 Söderhamn;Sverigedemokraterna;0;2687
2182 Söderhamn;övriga partier;75;498
2182 Söderhamn;ogiltiga valsedlar;21;159
2182 Söderhamn;ej röstande;1873;3115
2183 Bollnäs;Moderaterna;1186;2612
2183 Bollnäs;Centerpartiet;7237;1444
2183 Bollnäs;Folkpartiet;1818;526
2183 Bollnäs;Kristdemokraterna;448;546
2183 Bollnäs;Miljöpartiet;0;720
2183 Bollnäs;Socialdemokraterna;9339;6672
2183 Bollnäs;Vänsterpartiet;1606;1012
2183 Bollnäs;Sverigedemokraterna;0;3191
2183 Bollnäs;övriga partier;125;447
2183 Bollnäs;ogiltiga valsedlar;39;161
2183 Bollnäs;ej röstande;2488;3338
2184 Hudiksvall;Moderaterna;1447;3940
2184 Hudiksvall;Centerpartiet;8240;2233
2184 Hudiksvall;Folkpartiet;1118;687
2184 Hudiksvall;Kristdemokraterna;424;809
2184 Hudiksvall;Miljöpartiet;0;1461
2184 Hudiksvall;Socialdemokraterna;9839;9352
2184 Hudiksvall;Vänsterpartiet;2233;1698
2184 Hudiksvall;Sverigedemokraterna;0;3349
2184 Hudiksvall;övriga partier;141;821
2184 Hudiksvall;ogiltiga valsedlar;29;242
2184 Hudiksvall;ej röstande;2966;4498
2260 Ånge;Moderaterna;353;735
2260 Ånge;Centerpartiet;2915;483
2260 Ånge;Folkpartiet;457;94
2260 Ånge;Kristdemokraterna;166;174
2260 Ånge;Miljöpartiet;0;126
2260 Ånge;Socialdemokraterna;5147;3214
2260 Ånge;Vänsterpartiet;798;372
2260 Ånge;Sverigedemokraterna;0;1044
2260 Ånge;övriga partier;40;222
2260 Ånge;ogiltiga valsedlar;22;54
2260 Ånge;ej röstande;1011;1190
2262 Timrå;Moderaterna;410;1532
2262 Timrå;Centerpartiet;2771;569
2262 Timrå;Folkpartiet;532;408
2262 Timrå;Kristdemokraterna;229;312
2262 Timrå;Miljöpartiet;0;354
2262 Timrå;Socialdemokraterna;6828;5937
2262 Timrå;Vänsterpartiet;888;789
2262 Timrå;Sverigedemokraterna;0;1639
2262 Timrå;övriga partier;30;264
2262 Timrå;ogiltiga valsedlar;8;85
2262 Timrå;ej röstande;1019;1924
2280 Härnösand;Moderaterna;1859;2530
2280 Härnösand;Centerpartiet;6251;1055
2280 Härnösand;Folkpartiet;1025;538
2280 Härnösand;Kristdemokraterna;284;545
2280 Härnösand;Miljöpartiet;0;1136
2280 Härnösand;Socialdemokraterna;8139;7063
2280 Härnösand;Vänsterpartiet;921;1042
2280 Härnösand;Sverigedemokraterna;0;1799
2280 Härnösand;övriga partier;82;630
2280 Härnösand;ogiltiga valsedlar;15;108
2280 Härnösand;ej röstande;1495;2808
2281 Sundsvall;Moderaterna;4976;12690
2281 Sundsvall;Centerpartiet;15265;3393
2281 Sundsvall;Folkpartiet;4235;2892
2281 Sundsvall;Kristdemokraterna;1008;2183
2281 Sundsvall;Miljöpartiet;0;3317
2281 Sundsvall;Socialdemokraterna;29642;26618
2281 Sundsvall;Vänsterpartiet;4128;3611
2281 Sundsvall;Sverigedemokraterna;0;7579
2281 Sundsvall;övriga partier;376;2273
2281 Sundsvall;ogiltiga valsedlar;121;480
2281 Sundsvall;ej röstande;5745;10216
2282 Kramfors;Moderaterna;936;1410
2282 Kramfors;Centerpartiet;5541;1188
2282 Kramfors;Folkpartiet;527;208
2282 Kramfors;Kristdemokraterna;368;298
2282 Kramfors;Miljöpartiet;0;413
2282 Kramfors;Socialdemokraterna;11112;6447
2282 Kramfors;Vänsterpartiet;1829;930
2282 Kramfors;Sverigedemokraterna;0;1209
2282 Kramfors;övriga partier;136;345
2282 Kramfors;ogiltiga valsedlar;26;93
2282 Kramfors;ej röstande;1345;2204
2283 Sollefteå;Moderaterna;1247;1377
2283 Sollefteå;Centerpartiet;5249;857
2283 Sollefteå;Folkpartiet;413;270
2283 Sollefteå;Kristdemokraterna;334;267
2283 Sollefteå;Miljöpartiet;0;402
2283 Sollefteå;Socialdemokraterna;10303;7037
2283 Sollefteå;Vänsterpartiet;1154;865
2283 Sollefteå;Sverigedemokraterna;0;1681
2283 Sollefteå;övriga partier;90;352
2283 Sollefteå;ogiltiga valsedlar;16;123
2283 Sollefteå;ej röstande;1453;2281
2284 Örnsköldsvik;Moderaterna;2256;5559
2284 Örnsköldsvik;Centerpartiet;11526;3377
2284 Örnsköldsvik;Folkpartiet;2912;1030
2284 Örnsköldsvik;Kristdemokraterna;1838;2318
2284 Örnsköldsvik;Miljöpartiet;0;1325
2284 Örnsköldsvik;Socialdemokraterna;19442;18661
2284 Örnsköldsvik;Vänsterpartiet;1628;1602
2284 Örnsköldsvik;Sverigedemokraterna;0;2618
2284 Örnsköldsvik;övriga partier;192;904
2284 Örnsköldsvik;ogiltiga valsedlar;33;399
2284 Örnsköldsvik;ej röstande;3381;5765
2303 Ragunda;Moderaterna;384;333
2303 Ragunda;Centerpartiet;1516;454
2303 Ragunda;Folkpartiet;217;43
2303 Ragunda;Kristdemokraterna;66;58
2303 Ragunda;Miljöpartiet;0;97
2303 Ragunda;Socialdemokraterna;3034;1719
2303 Ragunda;Vänsterpartiet;247;255
2303 Ragunda;Sverigedemokraterna;0;491
2303 Ragunda;övriga partier;4;101
2303 Ragunda;ogiltiga valsedlar;8;48
2303 Ragunda;ej röstande;504;712
2305 Bräcke;Moderaterna;415;551
2305 Bräcke;Centerpartiet;1785;492
2305 Bräcke;Folkpartiet;302;86
2305 Bräcke;Kristdemokraterna;56;57
2305 Bräcke;Miljöpartiet;0;120
2305 Bräcke;Socialdemokraterna;3720;2002
2305 Bräcke;Vänsterpartiet;292;260
2305 Bräcke;Sverigedemokraterna;0;533
2305 Bräcke;övriga partier;12;125
2305 Bräcke;ogiltiga valsedlar;5;50
2305 Bräcke;ej röstande;563;821
2309 Krokom;Moderaterna;649;1631
2309 Krokom;Centerpartiet;2958;1443
2309 Krokom;Folkpartiet;651;216
2309 Krokom;Kristdemokraterna;205;259
2309 Krokom;Miljöpartiet;0;432
2309 Krokom;Socialdemokraterna;3808;3421
2309 Krokom;Vänsterpartiet;261;615
2309 Krokom;Sverigedemokraterna;0;988
2309 Krokom;övriga partier;27;248
2309 Krokom;ogiltiga valsedlar;6;100
2309 Krokom;ej röstande;1068;1557
2313 Strömsund;Moderaterna;623;892
2313 Strömsund;Centerpartiet;3441;788
2313 Strömsund;Folkpartiet;580;83
2313 Strömsund;Kristdemokraterna;179;160
2313 Strömsund;Miljöpartiet;0;171
2313 Strömsund;Socialdemokraterna;6727;3858
2313 Strömsund;Vänsterpartiet;662;556
2313 Strömsund;Sverigedemokraterna;0;1092
2313 Strömsund;övriga partier;74;155
2313 Strömsund;ogiltiga valsedlar;9;99
2313 Strömsund;ej röstande;1243;1512
2321 Åre;Moderaterna;538;1467
2321 Åre;Centerpartiet;2015;932
2321 Åre;Folkpartiet;703;208
2321 Åre;Kristdemokraterna;122;270
2321 Åre;Miljöpartiet;0;601
2321 Åre;Socialdemokraterna;2586;2151
2321 Åre;Vänsterpartiet;189;332
2321 Åre;Sverigedemokraterna;0;640
2321 Åre;övriga partier;11;205
2321 Åre;ogiltiga valsedlar;9;87
2321 Åre;ej röstande;641;1110
2326 Berg;Moderaterna;472;809
2326 Berg;Centerpartiet;2436;742
2326 Berg;Folkpartiet;409;84
2326 Berg;Kristdemokraterna;92;82
2326 Berg;Miljöpartiet;0;179
2326 Berg;Socialdemokraterna;2326;1855
2326 Berg;Vänsterpartiet;213;216
2326 Berg;Sverigedemokraterna;0;671
2326 Berg;övriga partier;30;119
2326 Berg;ogiltiga valsedlar;7;42
2326 Berg;ej röstande;878;854
2361 Härjedalen;Moderaterna;446;1160
2361 Härjedalen;Centerpartiet;2096;707
2361 Härjedalen;Folkpartiet;507;142
2361 Härjedalen;Kristdemokraterna;93;130
2361 Härjedalen;Miljöpartiet;0;200
2361 Härjedalen;Socialdemokraterna;4610;2903
2361 Härjedalen;Vänsterpartiet;509;349
2361 Härjedalen;Sverigedemokraterna;0;1027
2361 Härjedalen;övriga partier;37;147
2361 Härjedalen;ogiltiga valsedlar;22;77
2361 Härjedalen;ej röstande;1374;1422
2380 Östersund;Moderaterna;3444;7670
2380 Östersund;Centerpartiet;10142;3929
2380 Östersund;Folkpartiet;2967;1508
2380 Östersund;Kristdemokraterna;454;1103
2380 Östersund;Miljöpartiet;0;2960
2380 Östersund;Socialdemokraterna;14980;15394
2380 Östersund;Vänsterpartiet;1236;2669
2380 Östersund;Sverigedemokraterna;0;3782
2380 Östersund;övriga partier;216;1586
2380 Östersund;ogiltiga valsedlar;48;409
2380 Östersund;ej röstande;3910;6578
2401 Nordmaling;Moderaterna;516;631
2401 Nordmaling;Centerpartiet;1587;527
2401 Nordmaling;Folkpartiet;556;238
2401 Nordmaling;Kristdemokraterna;228;214
2401 Nordmaling;Miljöpartiet;0;107
2401 Nordmaling;Socialdemokraterna;2347;1996
2401 Nordmaling;Vänsterpartiet;64;425
2401 Nordmaling;Sverigedemokraterna;0;433
2401 Nordmaling;övriga partier;14;73
2401 Nordmaling;ogiltiga valsedlar;6;45
2401 Nordmaling;ej röstande;448;890
2403 Bjurholm;Moderaterna;0;338
2403 Bjurholm;Centerpartiet;0;194
2403 Bjurholm;Folkpartiet;0;89
2403 Bjurholm;Kristdemokraterna;0;98
2403 Bjurholm;Miljöpartiet;0;28
2403 Bjurholm;Socialdemokraterna;0;597
2403 Bjurholm;Vänsterpartiet;0;79
2403 Bjurholm;Sverigedemokraterna;0;162
2403 Bjurholm;övriga partier;0;22
2403 Bjurholm;ogiltiga valsedlar;0;9
2403 Bjurholm;ej röstande;0;302
2404 Vindeln;Moderaterna;490;546
2404 Vindeln;Centerpartiet;1589;392
2404 Vindeln;Folkpartiet;818;131
2404 Vindeln;Kristdemokraterna;208;214
2404 Vindeln;Miljöpartiet;0;108
2404 Vindeln;Socialdemokraterna;1699;1422
2404 Vindeln;Vänsterpartiet;73;281
2404 Vindeln;Sverigedemokraterna;0;345
2404 Vindeln;övriga partier;8;124
2404 Vindeln;ogiltiga valsedlar;2;23
2404 Vindeln;ej röstande;478;632
2409 Robertsfors;Moderaterna;387;502
2409 Robertsfors;Centerpartiet;2046;756
2409 Robertsfors;Folkpartiet;657;130
2409 Robertsfors;Kristdemokraterna;184;207
2409 Robertsfors;Miljöpartiet;0;154
2409 Robertsfors;Socialdemokraterna;1676;1907
2409 Robertsfors;Vänsterpartiet;73;403
2409 Robertsfors;Sverigedemokraterna;0;307
2409 Robertsfors;övriga partier;13;141
2409 Robertsfors;ogiltiga valsedlar;2;36
2409 Robertsfors;ej röstande;396;751
2417 Norsjö;Moderaterna;406;227
2417 Norsjö;Centerpartiet;1558;219
2417 Norsjö;Folkpartiet;901;95
2417 Norsjö;Kristdemokraterna;245;130
2417 Norsjö;Miljöpartiet;0;33
2417 Norsjö;Socialdemokraterna;2994;1323
2417 Norsjö;Vänsterpartiet;358;323
2417 Norsjö;Sverigedemokraterna;0;255
2417 Norsjö;övriga partier;37;29
2417 Norsjö;ogiltiga valsedlar;4;32
2417 Norsjö;ej röstande;970;545
2418 Malå;Moderaterna;0;177
2418 Malå;Centerpartiet;0;96
2418 Malå;Folkpartiet;0;94
2418 Malå;Kristdemokraterna;0;62
2418 Malå;Miljöpartiet;0;47
2418 Malå;Socialdemokraterna;0;1041
2418 Malå;Vänsterpartiet;0;266
2418 Malå;Sverigedemokraterna;0;218
2418 Malå;övriga partier;0;49
2418 Malå;ogiltiga valsedlar;0;21
2418 Malå;ej röstande;0;414
2421 Storuman;Moderaterna;478;510
2421 Storuman;Centerpartiet;1163;365
2421 Storuman;Folkpartiet;871;155
2421 Storuman;Kristdemokraterna;384;254
2421 Storuman;Miljöpartiet;0;117
2421 Storuman;Socialdemokraterna;1956;1567
2421 Storuman;Vänsterpartiet;183;397
2421 Storuman;Sverigedemokraterna;0;450
2421 Storuman;övriga partier;22;66
2421 Storuman;ogiltiga valsedlar;8;52
2421 Storuman;ej röstande;777;902
2422 Sorsele;Moderaterna;130;175
2422 Sorsele;Centerpartiet;583;149
2422 Sorsele;Folkpartiet;450;26
2422 Sorsele;Kristdemokraterna;244;92
2422 Sorsele;Miljöpartiet;0;47
2422 Sorsele;Socialdemokraterna;1084;612
2422 Sorsele;Vänsterpartiet;128;209
2422 Sorsele;Sverigedemokraterna;0;204
2422 Sorsele;övriga partier;6;34
2422 Sorsele;ogiltiga valsedlar;4;31
2422 Sorsele;ej röstande;390;407
2425 Dorotea;Moderaterna;0;129
2425 Dorotea;Centerpartiet;0;204
2425 Dorotea;Folkpartiet;0;124
2425 Dorotea;Kristdemokraterna;0;50
2425 Dorotea;Miljöpartiet;0;30
2425 Dorotea;Socialdemokraterna;0;921
2425 Dorotea;Vänsterpartiet;0;200
2425 Dorotea;Sverigedemokraterna;0;179
2425 Dorotea;övriga partier;0;35
2425 Dorotea;ogiltiga valsedlar;0;22
2425 Dorotea;ej röstande;0;317
2460 Vännäs;Moderaterna;797;717
2460 Vännäs;Centerpartiet;2281;594
2460 Vännäs;Folkpartiet;977;189
2460 Vännäs;Kristdemokraterna;292;263
2460 Vännäs;Miljöpartiet;0;241
2460 Vännäs;Socialdemokraterna;2973;2228
2460 Vännäs;Vänsterpartiet;201;688
2460 Vännäs;Sverigedemokraterna;0;475
2460 Vännäs;övriga partier;40;199
2460 Vännäs;ogiltiga valsedlar;2;43
2460 Vännäs;ej röstande;813;924
2462 Vilhelmina;Moderaterna;283;400
2462 Vilhelmina;Centerpartiet;1375;355
2462 Vilhelmina;Folkpartiet;704;115
2462 Vilhelmina;Kristdemokraterna;311;244
2462 Vilhelmina;Miljöpartiet;0;112
2462 Vilhelmina;Socialdemokraterna;2751;2032
2462 Vilhelmina;Vänsterpartiet;235;488
2462 Vilhelmina;Sverigedemokraterna;0;562
2462 Vilhelmina;övriga partier;16;120
2462 Vilhelmina;ogiltiga valsedlar;6;67
2462 Vilhelmina;ej röstande;587;831
2463 Åsele;Moderaterna;266;221
2463 Åsele;Centerpartiet;1505;201
2463 Åsele;Folkpartiet;743;98
2463 Åsele;Kristdemokraterna;167;65
2463 Åsele;Miljöpartiet;0;36
2463 Åsele;Socialdemokraterna;3151;848
2463 Åsele;Vänsterpartiet;228;172
2463 Åsele;Sverigedemokraterna;0;207
2463 Åsele;övriga partier;26;45
2463 Åsele;ogiltiga valsedlar;6;25
2463 Åsele;ej röstande;683;340
2480 Umeå;Moderaterna;4467;13248
2480 Umeå;Centerpartiet;12474;4449
2480 Umeå;Folkpartiet;5279;3960
2480 Umeå;Kristdemokraterna;1193;3069
2480 Umeå;Miljöpartiet;0;6521
2480 Umeå;Socialdemokraterna;19881;29032
2480 Umeå;Vänsterpartiet;2217;9907
2480 Umeå;Sverigedemokraterna;0;4539
2480 Umeå;övriga partier;567;5583
2480 Umeå;ogiltiga valsedlar;58;647
2480 Umeå;ej röstande;4718;10336
2481 Lycksele;Moderaterna;660;1127
2481 Lycksele;Centerpartiet;1687;327
2481 Lycksele;Folkpartiet;1494;297
2481 Lycksele;Kristdemokraterna;775;575
2481 Lycksele;Miljöpartiet;0;185
2481 Lycksele;Socialdemokraterna;4297;3667
2481 Lycksele;Vänsterpartiet;277;824
2481 Lycksele;Sverigedemokraterna;0;834
2481 Lycksele;övriga partier;55;135
2481 Lycksele;ogiltiga valsedlar;13;71
2481 Lycksele;ej röstande;1041;1591
2482 Skellefteå;Moderaterna;3935;5210
2482 Skellefteå;Centerpartiet;11398;2832
2482 Skellefteå;Folkpartiet;4203;1865
2482 Skellefteå;Kristdemokraterna;1721;1940
2482 Skellefteå;Miljöpartiet;0;2575
2482 Skellefteå;Socialdemokraterna;22707;24468
2482 Skellefteå;Vänsterpartiet;1755;4552
2482 Skellefteå;Sverigedemokraterna;0;3809
2482 Skellefteå;övriga partier;258;1528
2482 Skellefteå;ogiltiga valsedlar;33;525
2482 Skellefteå;ej röstande;5129;7544
2505 Arvidsjaur;Moderaterna;300;439
2505 Arvidsjaur;Centerpartiet;1018;270
2505 Arvidsjaur;Folkpartiet;324;133
2505 Arvidsjaur;Kristdemokraterna;118;77
2505 Arvidsjaur;Miljöpartiet;0;71
2505 Arvidsjaur;Socialdemokraterna;2831;2255
2505 Arvidsjaur;Vänsterpartiet;872;440
2505 Arvidsjaur;Sverigedemokraterna;0;565
2505 Arvidsjaur;övriga partier;49;76
2505 Arvidsjaur;ogiltiga valsedlar;6;42
2505 Arvidsjaur;ej röstande;588;770
2506 Arjeplog;Moderaterna;101;182
2506 Arjeplog;Centerpartiet;530;127
2506 Arjeplog;Folkpartiet;137;61
2506 Arjeplog;Kristdemokraterna;61;64
2506 Arjeplog;Miljöpartiet;0;64
2506 Arjeplog;Socialdemokraterna;1242;818
2506 Arjeplog;Vänsterpartiet;621;222
2506 Arjeplog;Sverigedemokraterna;0;273
2506 Arjeplog;övriga partier;14;40
2506 Arjeplog;ogiltiga valsedlar;4;31
2506 Arjeplog;ej röstande;416;462
2510 Jokkmokk;Moderaterna;295;299
2510 Jokkmokk;Centerpartiet;681;80
2510 Jokkmokk;Folkpartiet;269;105
2510 Jokkmokk;Kristdemokraterna;68;44
2510 Jokkmokk;Miljöpartiet;0;312
2510 Jokkmokk;Socialdemokraterna;2529;1597
2510 Jokkmokk;Vänsterpartiet;830;320
2510 Jokkmokk;Sverigedemokraterna;0;421
2510 Jokkmokk;övriga partier;12;118
2510 Jokkmokk;ogiltiga valsedlar;4;25
2510 Jokkmokk;ej röstande;881;743
2513 Överkalix;Moderaterna;139;194
2513 Överkalix;Centerpartiet;768;211
2513 Överkalix;Folkpartiet;81;42
2513 Överkalix;Kristdemokraterna;25;27
